910
64512
58012	1
58008	1
57996	1
57972	1
57962	1
57938	1
57880	1
57876	1
57818	1
57816	1
57808	1
57764	1
57752	1
57744	1
57734	1
57680	1
57676	1
57642	1
57590	1
57582	1
57580	1
57568	1
57526	1
57512	1
57490	1
57462	1
57452	1
57406	1
57360	1
57334	1
57324	1
57312	1
57306	1
57304	1
57292	1
57198	1
57188	1
57144	1
57136	1
57080	1
57006	1
56996	1
56990	1
56888	1
56868	1
56862	1
56854	1
56846	1
56836	1
56818	1
56800	1
56776	1
56751	1
56676	1
56648	1
56632	1
56623	1
56618	1
56615	1
56603	1
56555	1
56534	1
56516	1
56442	1
56435	1
56432	1
56396	1
56376	1
56342	1
56303	1
56263	1
56230	1
56176	1
56132	1
56125	1
56112	1
56087	1
56032	1
56030	1
56024	1
56019	1
56004	1
55988	1
55978	1
55976	1
55876	1
55865	1
55858	1
55848	1
55792	1
55746	1
55679	1
55660	1
55615	1
55602	1
55556	1
55528	1
55483	1
55482	1
55443	1
55442	1
55419	1
55408	1
55320	1
55198	1
55172	1
55140	1
55136	1
55121	1
55100	1
55057	1
55034	1
55000	1
54998	1
54969	1
54961	1
54929	1
54802	1
54800	1
54737	1
54680	1
54647	1
54586	1
54543	1
54516	1
54468	1
54404	1
54366	1
54360	1
54283	1
54275	1
54267	1
54266	1
54240	1
54224	1
54124	1
54041	1
53982	1
53912	1
53825	1
53776	1
53681	1
53656	1
53577	1
53569	1
53497	1
53462	1
53452	1
53438	1
53420	1
53414	1
53404	1
53320	1
53292	1
53249	1
53238	1
53223	1
53206	1
53152	1
53110	1
53074	1
52848	1
52760	1
52704	1
52651	1
52645	1
52564	1
52452	1
52450	1
52400	1
52322	1
52280	1
52265	1
52233	1
52220	1
52206	1
51888	1
51808	1
51791	1
51704	1
51520	1
51472	1
51444	1
51390	1
51350	1
51238	1
51164	1
51115	1
51107	1
51099	1
51035	1
51003	1
50824	1
50720	1
50295	1
50290	1
50263	1
50160	1
49986	1
49960	1
49900	1
49888	1
49868	1
49852	1
49740	1
49730	1
49648	1
49440	1
49429	1
49412	1
49407	1
49384	1
49152	1
48814	1
48656	1
48480	1
48438	1
48405	1
48379	1
48188	1
48184	1
48076	1
47896	1
47796	1
47618	1
47472	1
47256	1
47177	1
47145	1
47072	1
47000	1
46886	1
46744	1
46488	1
46288	1
46176	1
45912	1
45860	1
45828	1
45826	1
45812	1
45807	1
45784	1
45762	1
45700	1
45665	1
45384	1
45022	1
44848	1
44832	1
44646	1
44448	1
44059	1
44027	1
43674	1
43488	1
43452	1
43340	1
43296	1
43144	1
43080	1
42896	1
42824	1
42334	1
41923	1
41915	1
41907	1
41843	1
41811	1
41424	1
41170	1
41072	1
41056	1
40508	1
40444	1
40412	1
40348	1
40252	1
40100	1
40072	1
40008	1
39968	1
39936	1
39752	1
39520	1
39486	1
39263	1
39175	1
39103	1
39071	1
38432	1
38166	1
37792	1
37584	1
37536	1
37168	1
37016	1
36630	1
36628	1
36612	1
36582	1
36500	1
36392	1
36274	1
35989	1
35975	1
34400	1
32928	1
32496	1
32432	1
32368	1
32360	1
32328	1
32308	1
32304	1
32296	1
32292	1
32290	1
32288	1
32282	1
32277	1
32276	1
32274	1
32272	1
32266	1
32264	1
32261	1
32260	1
32258	1
32257	1
31872	1
29104	1
28365	1
28288	1
26962	1
26912	1
26888	1
26884	1
26882	1
26877	1
26874	1
26868	1
26866	1
26864	1
26863	1
26856	1
26854	1
26852	1
26844	1
26824	1
26808	1
26800	1
26736	1
26704	1
26336	1
26198	1
25120	1
23872	1
23781	1
23771	1
23534	1
23448	1
23348	1
23278	1
23252	1
23244	1
22920	1
22800	1
22496	1
22448	1
22304	1
22167	1
21958	1
21836	1
21792	1
21648	1
21175	1
21115	1
21041	1
20858	1
20832	1
20648	1
20544	1
20512	1
20424	1
20376	1
20220	1
20204	1
20140	1
20060	1
20004	1
19872	1
19552	1
19536	1
19454	1
18919	1
18891	1
18839	1
18831	1
18825	1
18720	1
18482	1
18346	1
18088	1
18032	1
17864	1
17816	1
17690	1
17644	1
17568	1
17556	1
17464	1
17366	1
17320	1
17187	1
17176	1
17045	1
16736	1
16400	1
16242	1
15800	1
15736	1
15707	1
15684	1
15608	1
15589	1
15588	1
15574	1
15572	1
15548	1
15412	1
15328	1
15216	1
15032	1
14690	1
14560	1
14496	1
14473	1
14447	1
14392	1
14230	1
14224	1
13932	1
13608	1
13604	1
13445	1
13423	1
13408	1
13398	1
13232	1
13082	1
12800	1
12616	1
12589	1
12588	1
12571	1
12400	1
12352	1
12322	1
12316	1
12220	1
12204	1
12192	1
12180	1
12136	1
12106	1
11984	1
11936	1
11875	1
11854	1
11849	1
11696	1
11552	1
11416	1
11302	1
11259	1
11231	1
11179	1
11171	1
11165	1
11124	1
11062	1
10992	1
10938	1
10892	1
10680	1
10601	1
10592	1
10258	1
10244	1
10233	1
10207	1
10200	1
10162	1
10096	1
10054	1
10052	1
9964	1
9891	1
9885	1
9800	1
9744	1
9728	1
9638	1
9534	1
9504	1
9502	1
9422	1
9409	1
9398	1
9387	1
9356	1
9336	1
9260	1
9244	1
9230	1
9220	1
9210	1
9181	1
9121	1
9113	1
9048	1
9027	1
9021	1
8976	1
8907	1
8884	1
8840	1
8832	1
8778	1
8727	1
8660	1
8608	1
8592	1
8542	1
8539	1
8531	1
8525	1
8472	1
8458	1
8393	1
8381	1
8372	1
8362	1
8332	1
8309	1
8274	1
8221	1
8200	1
8147	1
8113	1
8112	1
8110	1
8094	1
8000	1
7987	1
7961	1
7930	1
7928	1
7902	1
7855	1
7844	1
7840	1
7812	1
7788	2
7762	1
7672	1
7600	1
7579	1
7526	1
7525	1
7496	1
7468	1
7426	1
7380	1
7361	1
7280	1
7224	1
7214	1
7212	1
7207	1
7204	1
7192	1
7128	1
7114	1
7108	1
7080	1
7079	1
7072	1
7070	1
7024	1
7021	1
6991	1
6988	1
6960	1
6902	1
6880	1
6875	1
6841	1
6810	1
6736	1
6731	1
6726	1
6668	1
6650	1
6631	1
6591	1
6582	1
6581	1
