723
33600
30238	1
30220	1
30206	1
30192	1
30184	1
30152	1
30094	1
30060	1
30038	1
30032	1
30022	1
30004	1
29992	1
29958	1
29936	1
29934	1
29926	1
29908	1
29860	1
29838	1
29803	1
29802	1
29800	1
29797	1
29764	1
29756	1
29733	1
29702	1
29687	1
29668	1
29649	1
29648	1
29606	1
29574	1
29573	1
29544	1
29543	1
29542	1
29541	1
29524	1
29514	1
29508	1
29468	1
29448	1
29440	1
29419	1
29413	1
29392	1
29382	1
29378	1
29349	1
29332	1
29284	1
29256	1
29245	1
29233	1
29227	1
29218	1
29200	1
29197	1
29186	1
29185	1
29178	1
29146	1
29124	1
29106	1
29064	1
29050	1
29035	1
29028	1
29008	1
28983	1
28982	1
28895	1
28883	1
28860	1
28831	1
28822	1
28816	1
28776	1
28755	1
28748	1
28742	1
28639	1
28624	1
28623	1
28616	1
28595	1
28546	1
28500	1
28488	1
28485	1
28427	1
28420	1
28410	1
28386	1
28378	1
28338	1
28335	1
28323	1
28304	1
28283	1
28282	1
28242	1
28207	1
28152	1
28110	1
28077	1
28028	1
27955	1
27920	1
27886	1
27868	1
27854	1
27811	1
27803	1
27795	1
27788	1
27786	1
27752	1
27700	1
27659	1
27613	1
27582	1
27498	1
27440	1
27432	1
27422	1
27401	1
27336	1
27293	1
27244	1
27200	1
27184	1
27164	1
27154	1
27153	1
27044	1
27022	1
26976	1
26948	1
26896	1
26855	1
26808	1
26715	1
26712	1
26707	1
26582	1
26550	1
26547	1
26544	1
26492	1
26388	1
26352	1
26338	1
26331	1
26056	1
26050	1
26018	1
25960	1
25891	1
25872	1
25691	1
25588	1
25572	1
25556	1
25520	1
25507	1
25481	1
25476	1
25460	1
25430	1
25378	1
25328	1
25324	1
25144	1
25048	1
24903	1
24895	1
24871	1
24670	1
24656	1
24610	1
24468	1
24308	1
24139	1
24131	1
24107	1
23984	1
23976	1
23960	1
23880	1
23804	1
23758	1
23690	1
23280	1
23223	1
23215	1
23191	1
23052	1
22972	1
22956	1
22932	1
22648	1
22640	1
22586	1
22568	1
22426	1
22406	1
22374	1
22123	1
22115	1
22019	1
22011	1
21987	1
21872	1
21468	1
21420	1
21324	1
21248	1
21080	1
21066	1
20984	1
20976	1
20882	1
20850	1
20774	1
20679	1
20671	1
20647	1
20614	1
20496	1
19824	1
19572	1
19492	1
19196	1
19178	1
19176	1
19108	1
19088	1
19080	1
19071	1
19067	1
18894	1
18765	1
18192	1
17136	1
16852	1
16836	1
16830	1
16824	1
16822	1
16820	1
16816	1
16814	1
16813	1
16809	1
16808	1
16806	1
16805	1
16804	1
16802	1
16801	1
16544	1
14592	1
14008	1
14006	1
14004	1
14001	1
14000	1
13998	1
13997	1
13993	1
13992	1
13991	1
13990	1
13988	1
13982	1
13978	1
13972	1
13964	1
13744	1
13596	1
13008	1
12848	1
12512	1
12410	1
12363	1
12258	1
12112	1
12111	1
12109	1
12104	1
12024	1
12022	1
12004	1
11764	1
11696	1
11692	1
11424	1
11410	1
10930	1
10795	1
10775	1
10769	1
10690	1
10626	1
10544	1
10520	1
10446	1
10440	1
10304	1
10236	1
10156	1
10116	1
9776	1
9679	1
9659	1
9651	1
9571	1
9565	1
9560	1
9330	1
9314	1
9268	1
9208	1
