140
1000
499	1
497	3
494	1
492	1
491	2
489	1
488	1
487	1
480	1
469	1
468	1
466	1
464	2
461	1
460	1
459	1
457	1
452	2
451	2
449	1
446	1
444	1
443	1
441	1
440	1
438	1
437	2
434	1
432	1
431	2
428	2
426	1
425	3
424	1
422	2
416	1
415	2
410	1
409	1
407	2
404	1
401	1
400	1
398	1
397	1
393	1
392	1
391	1
387	1
385	3
383	1
382	4
381	2
380	1
379	1
377	1
376	1
372	2
370	1
369	1
368	2
365	1
364	1
363	1
361	2
360	2
359	1
358	1
354	1
353	1
344	1
343	1
340	1
336	1
335	1
334	2
333	1
332	2
331	2
329	2
328	1
325	2
323	2
322	1
321	2
319	1
317	1
316	1
314	1
312	1
311	2
310	1
309	3
308	1
306	1
305	1
303	2
302	1
301	2
299	1
298	1
297	1
296	1
295	1
293	3
292	1
291	3
289	2
288	2
284	3
283	3
282	2
281	2
280	1
279	4
278	2
277	3
276	3
273	2
272	1
271	3
270	2
269	4
267	4
265	1
264	1
263	3
262	1
261	1
260	4
259	2
258	6
257	4
256	1
255	5
254	7
253	6
252	4
251	4
250	9
