100
150
100	7
99	4
98	6
97	2
96	2
95	8
94	1
93	3
92	7
91	6
90	1
89	4
88	4
87	9
86	6
85	5
84	5
83	2
82	6
81	8
80	7
79	5
78	5
77	6
76	6
75	6
74	1
73	6
72	6
71	7
70	2
69	3
68	8
67	5
66	8
65	7
64	2
63	2
62	6
61	6
60	2
59	8
58	9
57	2
56	5
55	8
54	2
53	6
52	7
51	6
50	5
49	6
48	5
47	7
46	6
45	5
44	6
43	2
42	7
41	4
40	8
39	6
38	4
37	5
36	6
35	6
34	5
33	5
32	3
31	1
30	6
29	3
28	4
27	2
26	2
25	4
24	4
23	7
22	6
21	3
20	5
19	5
18	3
17	8
16	6
15	2
14	7
13	5
12	3
11	2
10	6
9	6
8	8
7	7
6	2
5	3
4	5
3	5
2	11
1	3
