100
150
100	13
99	7
98	3
97	4
96	3
95	6
94	1
93	3
92	5
91	6
90	1
89	2
88	1
87	5
86	5
85	4
84	6
83	3
82	5
81	5
80	9
79	4
78	3
77	3
76	3
75	6
74	2
73	4
72	5
71	2
70	1
69	5
68	9
67	3
66	1
65	6
64	5
63	4
62	2
61	5
60	9
59	7
58	8
57	4
56	4
55	7
54	6
53	5
52	10
51	8
50	7
49	7
48	6
47	6
46	3
45	9
44	7
43	6
42	5
41	3
40	4
39	6
38	4
37	3
36	6
35	5
34	5
33	6
32	4
31	6
30	8
29	9
28	7
27	3
26	5
25	4
24	5
23	7
22	11
21	4
20	4
19	2
18	6
17	6
16	5
15	6
14	6
13	9
12	3
11	1
10	2
9	7
8	1
7	3
6	4
5	6
4	3
3	9
2	3
1	5
