100
100
100	3
99	3
98	8
97	11
96	5
95	6
94	1
93	3
92	8
91	3
90	2
89	3
88	2
87	7
86	3
85	2
84	3
83	5
82	7
81	5
80	5
79	6
78	2
77	6
76	1
75	3
74	4
73	7
72	2
71	7
70	5
69	1
68	5
67	3
66	4
65	8
64	11
63	5
62	2
61	3
60	4
59	4
58	4
57	4
56	6
55	10
54	2
53	4
52	4
51	6
50	7
49	7
48	2
47	2
46	3
45	4
44	4
43	5
42	10
41	4
40	4
39	5
38	8
37	9
36	5
35	7
34	5
33	8
32	4
31	8
30	5
29	4
28	4
27	2
26	4
25	5
24	6
23	6
22	5
21	4
20	5
19	10
18	4
17	10
16	6
15	9
14	4
13	5
12	4
11	4
10	5
9	10
8	5
7	8
6	4
5	6
4	7
3	5
2	4
1	1
