100
120
100	7
99	6
98	3
97	3
96	7
95	5
94	2
93	3
92	7
91	2
90	7
89	5
88	3
87	5
86	1
85	8
84	8
83	5
82	6
81	7
80	3
79	2
78	7
77	5
76	7
75	3
74	8
73	2
72	3
71	3
70	8
69	6
68	10
67	4
66	7
65	5
64	7
63	5
62	4
61	4
60	4
59	5
58	3
57	4
56	2
55	6
54	5
53	14
52	3
51	7
50	6
49	5
48	7
47	8
46	5
45	4
44	7
43	4
42	5
41	5
40	3
39	2
38	6
37	4
36	3
35	7
34	5
33	3
32	4
31	5
30	4
29	6
28	3
27	2
26	10
25	2
24	6
23	8
22	3
21	3
20	3
19	6
18	2
17	2
16	6
15	6
14	8
13	10
12	4
11	8
10	1
9	4
8	6
7	4
6	5
5	5
4	2
3	6
2	8
1	3
