100
100
100	6
99	5
98	2
97	7
96	5
95	6
94	5
93	7
92	6
91	4
90	4
89	8
88	10
87	4
86	4
85	4
84	7
83	7
82	1
81	7
80	3
79	4
78	4
77	4
76	5
75	1
74	5
73	2
72	4
71	2
70	4
69	5
68	8
67	5
66	2
65	3
64	2
63	10
62	2
61	3
60	4
59	3
58	3
57	2
56	7
55	4
54	5
53	4
52	3
51	10
50	9
49	4
48	2
47	1
46	7
45	3
44	4
43	6
42	11
41	5
40	4
39	6
38	4
37	7
36	2
35	4
34	2
33	9
32	11
31	5
30	6
29	4
28	3
27	4
26	6
25	6
24	5
23	4
22	6
21	8
20	5
19	8
18	2
17	5
16	6
15	4
14	6
13	7
12	7
11	6
10	5
9	5
8	2
7	8
6	4
5	5
4	8
3	4
2	7
1	6
