99
150
100	7
99	5
98	5
97	2
96	4
95	10
94	4
93	4
92	6
91	4
90	6
89	4
88	4
87	6
86	2
85	2
84	2
83	6
82	4
81	4
80	8
79	10
78	4
77	3
76	4
75	6
74	2
73	3
72	8
71	8
70	7
69	3
68	4
67	9
66	4
65	5
64	4
63	4
62	5
61	12
60	5
59	3
58	8
57	4
56	2
55	5
54	4
53	5
52	6
51	8
50	1
49	1
48	6
47	3
46	4
45	6
44	2
43	3
42	5
41	3
40	10
39	4
38	8
37	4
36	5
34	4
33	5
32	6
31	8
30	4
29	9
28	12
27	4
26	5
25	5
24	6
23	5
22	6
21	3
20	2
19	8
18	4
17	6
16	4
15	2
14	4
13	7
12	4
11	10
10	3
9	6
8	4
7	4
6	8
5	5
4	9
3	3
2	3
1	3
