100
120
100	4
99	5
98	7
97	1
96	3
95	4
94	7
93	9
92	6
91	6
90	8
89	2
88	6
87	4
86	3
85	5
84	4
83	5
82	5
81	6
80	5
79	4
78	7
77	2
76	4
75	6
74	3
73	2
72	6
71	6
70	2
69	3
68	8
67	1
66	6
65	5
64	7
63	5
62	2
61	6
60	3
59	6
58	7
57	8
56	4
55	9
54	5
53	9
52	4
51	2
50	7
49	7
48	5
47	3
46	4
45	11
44	4
43	6
42	4
41	7
40	3
39	1
38	4
37	4
36	5
35	6
34	5
33	8
32	7
31	1
30	4
29	7
28	8
27	3
26	5
25	5
24	10
23	1
22	5
21	6
20	5
19	6
18	3
17	5
16	3
15	5
14	6
13	6
12	9
11	3
10	7
9	5
8	6
7	1
6	7
5	3
4	5
3	6
2	3
1	3
