100
150
100	5
99	1
98	4
97	5
96	9
95	6
94	6
93	5
92	7
91	2
90	5
89	7
88	1
87	5
86	7
85	6
84	7
83	9
82	2
81	5
80	4
79	4
78	6
77	5
76	9
75	2
74	4
73	3
72	6
71	7
70	6
69	5
68	5
67	9
66	12
65	5
64	10
63	2
62	6
61	4
60	5
59	3
58	8
57	3
56	9
55	3
54	4
53	8
52	2
51	7
50	4
49	4
48	5
47	2
46	4
45	2
44	4
43	5
42	8
41	7
40	11
39	9
38	5
37	4
36	9
35	3
34	4
33	3
32	3
31	5
30	2
29	3
28	6
27	3
26	8
25	7
24	1
23	5
22	2
21	2
20	6
19	1
18	4
17	4
16	3
15	9
14	6
13	6
12	8
11	3
10	7
9	5
8	6
7	4
6	2
5	2
4	3
3	1
2	6
1	4
