100
120
100	4
99	5
98	5
97	2
96	4
95	3
94	5
93	6
92	3
91	7
90	3
89	2
88	8
87	9
86	7
85	2
84	4
83	5
82	5
81	4
80	6
79	4
78	7
77	2
76	2
75	9
74	8
73	5
72	5
71	1
70	2
69	7
68	4
67	6
66	6
65	5
64	9
63	7
62	4
61	7
60	4
59	6
58	5
57	4
56	7
55	3
54	4
53	2
52	7
51	5
50	7
49	4
48	9
47	9
46	6
45	4
44	6
43	4
42	3
41	5
40	6
39	7
38	6
37	5
36	3
35	4
34	3
33	3
32	5
31	6
30	7
29	5
28	2
27	6
26	2
25	8
24	9
23	2
22	4
21	5
20	5
19	4
18	5
17	6
16	6
15	5
14	5
13	6
12	4
11	7
10	6
9	7
8	4
7	4
6	3
5	5
4	4
3	4
2	5
1	4
