100
150
100	5
99	1
98	2
97	10
96	4
95	5
94	8
93	4
92	6
91	4
90	8
89	5
88	6
87	11
86	9
85	6
84	3
83	3
82	5
81	6
80	2
79	9
78	5
77	3
76	4
75	4
74	5
73	5
72	3
71	1
70	7
69	5
68	8
67	7
66	7
65	6
64	2
63	6
62	5
61	4
60	6
59	6
58	4
57	4
56	2
55	4
54	6
53	8
52	4
51	2
50	5
49	4
48	1
47	10
46	5
45	2
44	2
43	2
42	3
41	5
40	11
39	5
38	4
37	4
36	3
35	6
34	3
33	6
32	11
31	2
30	5
29	2
28	3
27	5
26	6
25	5
24	3
23	6
22	6
21	6
20	4
19	4
18	5
17	2
16	8
15	9
14	5
13	4
12	6
11	6
10	2
9	5
8	6
7	9
6	6
5	5
4	3
3	7
2	5
1	3
